,Province/State,Country/Region,Lat,Long,date,recovered
5563,,Comoros,-11.6455,43.3333,2020-02-12,0
5564,,Tajikistan,38.861034000000004,71.276093,2020-02-12,0
5565,,Lesotho,-29.609988,28.233608,2020-02-12,0
5566,,Afghanistan,33.0,65.0,2020-02-13,0
5567,,Albania,41.1533,20.1683,2020-02-13,0
5568,,Algeria,28.0339,1.6596,2020-02-13,0
5569,,Andorra,42.5063,1.5218,2020-02-13,0
5570,,Angola,-11.2027,17.8739,2020-02-13,0
5571,,Antigua and Barbuda,17.0608,-61.7964,2020-02-13,0
5572,,Argentina,-38.4161,-63.6167,2020-02-13,0
5573,,Armenia,40.0691,45.0382,2020-02-13,0
5574,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-13,0
5575,New South Wales,Australia,-33.8688,151.2093,2020-02-13,4
5576,Northern Territory,Australia,-12.4634,130.8456,2020-02-13,0
5577,Queensland,Australia,-28.0167,153.4,2020-02-13,0
5578,South Australia,Australia,-34.9285,138.6007,2020-02-13,0
5579,Tasmania,Australia,-41.4545,145.9707,2020-02-13,0
5580,Victoria,Australia,-37.8136,144.9631,2020-02-13,4
5581,Western Australia,Australia,-31.9505,115.8605,2020-02-13,0
5582,,Austria,47.5162,14.5501,2020-02-13,0
5583,,Azerbaijan,40.1431,47.5769,2020-02-13,0
5584,,Bahamas,25.0343,-77.3963,2020-02-13,0
5585,,Bahrain,26.0275,50.55,2020-02-13,0
5586,,Bangladesh,23.685,90.3563,2020-02-13,0
5587,,Barbados,13.1939,-59.5432,2020-02-13,0
5588,,Belarus,53.7098,27.9534,2020-02-13,0
5589,,Belgium,50.8333,4.0,2020-02-13,0
5590,,Belize,13.1939,-59.5432,2020-02-13,0
5591,,Benin,9.3077,2.3158,2020-02-13,0
5592,,Bhutan,27.5142,90.4336,2020-02-13,0
5593,,Bolivia,-16.2902,-63.5887,2020-02-13,0
5594,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-13,0
5595,,Brazil,-14.235,-51.9253,2020-02-13,0
5596,,Brunei,4.5353,114.7277,2020-02-13,0
5597,,Bulgaria,42.7339,25.4858,2020-02-13,0
5598,,Burkina Faso,12.2383,-1.5616,2020-02-13,0
5599,,Cabo Verde,16.5388,-23.0418,2020-02-13,0
5600,,Cambodia,11.55,104.9167,2020-02-13,1
5601,,Cameroon,3.8480000000000003,11.5021,2020-02-13,0
5602,,Canada,56.1304,-106.3468,2020-02-13,1
5603,,Central African Republic,6.6111,20.9394,2020-02-13,0
5604,,Chad,15.4542,18.7322,2020-02-13,0
5605,,Chile,-35.6751,-71.543,2020-02-13,0
5606,Anhui,China,31.8257,117.2264,2020-02-13,157
5607,Beijing,China,40.1824,116.4142,2020-02-13,69
5608,Chongqing,China,30.0572,107.874,2020-02-13,128
5609,Fujian,China,26.0789,117.9874,2020-02-13,57
5610,Gansu,China,37.8099,101.0583,2020-02-13,39
5611,Guangdong,China,23.3417,113.4244,2020-02-13,314
5612,Guangxi,China,23.8298,108.7881,2020-02-13,33
5613,Guizhou,China,26.8154,106.8748,2020-02-13,27
5614,Hainan,China,19.1959,109.7453,2020-02-13,30
5615,Hebei,China,39.549,116.1306,2020-02-13,68
5616,Heilongjiang,China,47.861999999999995,127.7615,2020-02-13,33
5617,Henan,China,33.882,113.61399999999999,2020-02-13,296
5618,Hong Kong,China,22.3,114.2,2020-02-13,1
5619,Hubei,China,30.9756,112.2707,2020-02-13,3459
5620,Hunan,China,27.6104,111.7088,2020-02-13,339
5621,Inner Mongolia,China,44.0935,113.9448,2020-02-13,6
5622,Jiangsu,China,32.9711,119.455,2020-02-13,139
5623,Jiangxi,China,27.614,115.7221,2020-02-13,170
5624,Jilin,China,43.6661,126.1923,2020-02-13,24
5625,Liaoning,China,41.2956,122.6085,2020-02-13,22
5626,Macau,China,22.1667,113.55,2020-02-13,3
5627,Ningxia,China,37.2692,106.1655,2020-02-13,24
5628,Qinghai,China,35.7452,95.9956,2020-02-13,11
5629,Shaanxi,China,35.1917,108.8701,2020-02-13,46
5630,Shandong,China,36.3427,118.1498,2020-02-13,105
5631,Shanghai,China,31.201999999999998,121.4491,2020-02-13,62
5632,Shanxi,China,37.5777,112.2922,2020-02-13,36
5633,Sichuan,China,30.6171,102.7103,2020-02-13,104
5634,Tianjin,China,39.3054,117.323,2020-02-13,21
5635,Tibet,China,31.6927,88.0924,2020-02-13,1
5636,Xinjiang,China,41.1129,85.2401,2020-02-13,6
5637,Yunnan,China,24.974,101.48700000000001,2020-02-13,27
5638,Zhejiang,China,29.1832,120.0934,2020-02-13,360
5639,,Colombia,4.5709,-74.2973,2020-02-13,0
5640,,Congo (Brazzaville),-4.0383,21.7587,2020-02-13,0
5641,,Congo (Kinshasa),-4.0383,21.7587,2020-02-13,0
5642,,Costa Rica,9.7489,-83.7534,2020-02-13,0
5643,,Cote d'Ivoire,7.54,-5.5471,2020-02-13,0
5644,,Croatia,45.1,15.2,2020-02-13,0
5645,,Diamond Princess,0.0,0.0,2020-02-13,0
5646,,Cuba,22.0,-80.0,2020-02-13,0
5647,,Cyprus,35.1264,33.4299,2020-02-13,0
5648,,Czechia,49.8175,15.472999999999999,2020-02-13,0
5649,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-13,0
5650,Greenland,Denmark,71.7069,-42.6043,2020-02-13,0
5651,,Denmark,56.2639,9.5018,2020-02-13,0
5652,,Djibouti,11.8251,42.5903,2020-02-13,0
5653,,Dominica,15.415,-61.371,2020-02-13,0
5654,,Dominican Republic,18.7357,-70.1627,2020-02-13,0
5655,,Ecuador,-1.8312,-78.1834,2020-02-13,0
5656,,Egypt,26.0,30.0,2020-02-13,0
5657,,El Salvador,13.7942,-88.8965,2020-02-13,0
5658,,Equatorial Guinea,1.5,10.0,2020-02-13,0
5659,,Eritrea,15.1794,39.7823,2020-02-13,0
5660,,Estonia,58.5953,25.0136,2020-02-13,0
5661,,Eswatini,-26.5225,31.4659,2020-02-13,0
5662,,Ethiopia,9.145,40.4897,2020-02-13,0
5663,,Fiji,-17.7134,178.065,2020-02-13,0
5664,,Finland,64.0,26.0,2020-02-13,1
5665,French Guiana,France,3.9339,-53.1258,2020-02-13,0
5666,French Polynesia,France,-17.6797,149.4068,2020-02-13,0
5667,Guadeloupe,France,16.25,-61.5833,2020-02-13,0
5668,Martinique,France,14.6415,-61.0242,2020-02-13,0
5669,Mayotte,France,-12.8275,45.1662,2020-02-13,0
5670,New Caledonia,France,-20.9043,165.618,2020-02-13,0
5671,Reunion,France,-21.1351,55.2471,2020-02-13,0
5672,Saint Barthelemy,France,17.9,-62.8333,2020-02-13,0
5673,St Martin,France,18.0708,-63.0501,2020-02-13,0
5674,,France,46.2276,2.2137,2020-02-13,2
5675,,Gabon,-0.8037,11.6094,2020-02-13,0
5676,,Gambia,13.4432,-15.3101,2020-02-13,0
5677,,Georgia,42.3154,43.3569,2020-02-13,0
5678,,Germany,51.0,9.0,2020-02-13,1
5679,,Ghana,7.9465,-1.0232,2020-02-13,0
5680,,Grenada,12.1165,-61.678999999999995,2020-02-13,0
5681,,Greece,39.0742,21.8243,2020-02-13,0
5682,,Guatemala,15.7835,-90.2308,2020-02-13,0
5683,,Guinea,9.9456,-9.6966,2020-02-13,0
5684,,Guinea-Bissau,11.8037,-15.1804,2020-02-13,0
5685,,Guyana,5.0,-58.75,2020-02-13,0
5686,,Haiti,18.9712,-72.2852,2020-02-13,0
5687,,Holy See,41.9029,12.4534,2020-02-13,0
5688,,Honduras,15.2,-86.2419,2020-02-13,0
5689,,Hungary,47.1625,19.5033,2020-02-13,0
5690,,Iceland,64.9631,-19.0208,2020-02-13,0
5691,,India,21.0,78.0,2020-02-13,0
5692,,Indonesia,-0.7893,113.9213,2020-02-13,0
5693,,Iran,32.0,53.0,2020-02-13,0
5694,,Iraq,33.0,44.0,2020-02-13,0
5695,,Ireland,53.1424,-7.6921,2020-02-13,0
5696,,Israel,31.0,35.0,2020-02-13,0
5697,,Italy,43.0,12.0,2020-02-13,0
5698,,Jamaica,18.1096,-77.2975,2020-02-13,0
5699,,Japan,36.0,138.0,2020-02-13,9
5700,,Jordan,31.24,36.51,2020-02-13,0
5701,,Kazakhstan,48.0196,66.9237,2020-02-13,0
5702,,Kenya,-0.0236,37.9062,2020-02-13,0
5703,,"Korea, South",36.0,128.0,2020-02-13,7
5704,,Kuwait,29.5,47.75,2020-02-13,0
5705,,Kyrgyzstan,41.2044,74.7661,2020-02-13,0
5706,,Latvia,56.8796,24.6032,2020-02-13,0
5707,,Lebanon,33.8547,35.8623,2020-02-13,0
5708,,Liberia,6.4281,-9.4295,2020-02-13,0
5709,,Libya,26.3351,17.228331,2020-02-13,0
5710,,Liechtenstein,47.14,9.55,2020-02-13,0
5711,,Lithuania,55.1694,23.8813,2020-02-13,0
5712,,Luxembourg,49.8153,6.1296,2020-02-13,0
5713,,Madagascar,-18.7669,46.8691,2020-02-13,0
5714,,Malaysia,2.5,112.5,2020-02-13,3
5715,,Maldives,3.2028,73.2207,2020-02-13,0
5716,,Mali,17.570692,-3.996166000000001,2020-02-13,0
5717,,Malta,35.9375,14.3754,2020-02-13,0
5718,,Mauritania,21.0079,10.9408,2020-02-13,0
5719,,Mauritius,-20.2,57.5,2020-02-13,0
5720,,Mexico,23.6345,-102.5528,2020-02-13,0
5721,,Moldova,47.4116,28.3699,2020-02-13,0
5722,,Monaco,43.7333,7.4167,2020-02-13,0
5723,,Mongolia,46.8625,103.8467,2020-02-13,0
5724,,Montenegro,42.5,19.3,2020-02-13,0
5725,,Morocco,31.7917,-7.0926,2020-02-13,0
5726,,Mozambique,-18.6657,35.5296,2020-02-13,0
5727,,Namibia,-22.9576,18.4904,2020-02-13,0
5728,,Nepal,28.1667,84.25,2020-02-13,1
5729,Aruba,Netherlands,12.5186,-70.0358,2020-02-13,0
5730,Curacao,Netherlands,12.1696,-68.99,2020-02-13,0
5731,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-13,0
5732,,Netherlands,52.1326,5.2913,2020-02-13,0
5733,,New Zealand,-40.9006,174.886,2020-02-13,0
5734,,Nicaragua,12.8654,-85.2072,2020-02-13,0
5735,,Niger,17.6078,8.0817,2020-02-13,0
5736,,Nigeria,9.082,8.6753,2020-02-13,0
5737,,North Macedonia,41.6086,21.7453,2020-02-13,0
5738,,Norway,60.472,8.4689,2020-02-13,0
5739,,Oman,21.0,57.0,2020-02-13,0
5740,,Pakistan,30.3753,69.3451,2020-02-13,0
5741,,Panama,8.538,-80.7821,2020-02-13,0
5742,,Papua New Guinea,-6.315,143.9555,2020-02-13,0
5743,,Paraguay,-23.4425,-58.4438,2020-02-13,0
5744,,Peru,-9.19,-75.0152,2020-02-13,0
5745,,Philippines,13.0,122.0,2020-02-13,1
5746,,Poland,51.9194,19.1451,2020-02-13,0
5747,,Portugal,39.3999,-8.2245,2020-02-13,0
5748,,Qatar,25.3548,51.1839,2020-02-13,0
5749,,Romania,45.9432,24.9668,2020-02-13,0
5750,,Russia,60.0,90.0,2020-02-13,2
5751,,Rwanda,-1.9403,29.8739,2020-02-13,0
5752,,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-13,0
5753,,Saint Lucia,13.9094,-60.9789,2020-02-13,0
5754,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-13,0
5755,,San Marino,43.9424,12.4578,2020-02-13,0
5756,,Saudi Arabia,24.0,45.0,2020-02-13,0
5757,,Senegal,14.4974,-14.4524,2020-02-13,0
5758,,Serbia,44.0165,21.0059,2020-02-13,0
5759,,Seychelles,-4.6796,55.492,2020-02-13,0
5760,,Singapore,1.2833,103.8333,2020-02-13,15
5761,,Slovakia,48.669,19.699,2020-02-13,0
5762,,Slovenia,46.1512,14.9955,2020-02-13,0
5763,,Somalia,5.1521,46.1996,2020-02-13,0
5764,,South Africa,-30.5595,22.9375,2020-02-13,0
5765,,Spain,40.0,-4.0,2020-02-13,0
5766,,Sri Lanka,7.0,81.0,2020-02-13,1
5767,,Sudan,12.8628,30.2176,2020-02-13,0
5768,,Suriname,3.9193,-56.0278,2020-02-13,0
5769,,Sweden,63.0,16.0,2020-02-13,0
5770,,Switzerland,46.8182,8.2275,2020-02-13,0
5771,,Syria,34.8021,38.9968,2020-02-13,0
5772,,Taiwan*,23.7,121.0,2020-02-13,1
5773,,Tanzania,-6.369,34.8888,2020-02-13,0
5774,,Thailand,15.0,101.0,2020-02-13,12
5775,,Timor-Leste,-8.8742,125.7275,2020-02-13,0
5776,,Togo,8.6195,0.8248,2020-02-13,0
5777,,Trinidad and Tobago,10.6918,-61.2225,2020-02-13,0
5778,,Tunisia,34.0,9.0,2020-02-13,0
5779,,Turkey,38.9637,35.2433,2020-02-13,0
5780,,Uganda,1.0,32.0,2020-02-13,0
5781,,Ukraine,48.3794,31.1656,2020-02-13,0
5782,,United Arab Emirates,24.0,54.0,2020-02-13,1
5783,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-13,0
5784,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-13,0
5785,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-13,0
5786,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-13,0
5787,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-13,0
5788,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-13,0
5789,,United Kingdom,55.3781,-3.4360000000000004,2020-02-13,1
5790,,Uruguay,-32.5228,-55.7658,2020-02-13,0
5791,,US,37.0902,-95.7129,2020-02-13,3
5792,,Uzbekistan,41.3775,64.5853,2020-02-13,0
5793,,Venezuela,6.4238,-66.5897,2020-02-13,0
5794,,Vietnam,16.0,108.0,2020-02-13,7
5795,,Zambia,-15.4167,28.2833,2020-02-13,0
5796,,Zimbabwe,-20.0,30.0,2020-02-13,0
5797,,West Bank and Gaza,31.9522,35.2332,2020-02-13,0
5798,,Laos,19.856270000000002,102.495496,2020-02-13,0
5799,,Kosovo,42.602636,20.902977,2020-02-13,0
5800,,Burma,21.9162,95.956,2020-02-13,0
5801,Anguilla,United Kingdom,18.2206,-63.0686,2020-02-13,0
5802,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-13,0
5803,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-02-13,0
5804,,MS Zaandam,0.0,0.0,2020-02-13,0
5805,,Botswana,-22.3285,24.6849,2020-02-13,0
5806,,Burundi,-3.3731,29.9189,2020-02-13,0
5807,,Sierra Leone,8.460555000000001,-11.779889,2020-02-13,0
5808,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-02-13,0
5809,,Malawi,-13.254307999999998,34.301525,2020-02-13,0
5810,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-02-13,0
5811,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-02-13,0
5812,,South Sudan,6.8770000000000024,31.307,2020-02-13,0
5813,,Western Sahara,24.2155,-12.8858,2020-02-13,0
5814,,Sao Tome and Principe,0.18636,6.613081,2020-02-13,0
5815,,Yemen,15.552726999999999,48.516388,2020-02-13,0
5816,,Comoros,-11.6455,43.3333,2020-02-13,0
5817,,Tajikistan,38.861034000000004,71.276093,2020-02-13,0
5818,,Lesotho,-29.609988,28.233608,2020-02-13,0
5819,,Afghanistan,33.0,65.0,2020-02-14,0
5820,,Albania,41.1533,20.1683,2020-02-14,0
5821,,Algeria,28.0339,1.6596,2020-02-14,0
5822,,Andorra,42.5063,1.5218,2020-02-14,0
5823,,Angola,-11.2027,17.8739,2020-02-14,0
5824,,Antigua and Barbuda,17.0608,-61.7964,2020-02-14,0
5825,,Argentina,-38.4161,-63.6167,2020-02-14,0
5826,,Armenia,40.0691,45.0382,2020-02-14,0
5827,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-14,0
5828,New South Wales,Australia,-33.8688,151.2093,2020-02-14,4
5829,Northern Territory,Australia,-12.4634,130.8456,2020-02-14,0
5830,Queensland,Australia,-28.0167,153.4,2020-02-14,0
5831,South Australia,Australia,-34.9285,138.6007,2020-02-14,0
5832,Tasmania,Australia,-41.4545,145.9707,2020-02-14,0
5833,Victoria,Australia,-37.8136,144.9631,2020-02-14,4
5834,Western Australia,Australia,-31.9505,115.8605,2020-02-14,0
5835,,Austria,47.5162,14.5501,2020-02-14,0
5836,,Azerbaijan,40.1431,47.5769,2020-02-14,0
5837,,Bahamas,25.0343,-77.3963,2020-02-14,0
5838,,Bahrain,26.0275,50.55,2020-02-14,0
5839,,Bangladesh,23.685,90.3563,2020-02-14,0
5840,,Barbados,13.1939,-59.5432,2020-02-14,0
5841,,Belarus,53.7098,27.9534,2020-02-14,0
5842,,Belgium,50.8333,4.0,2020-02-14,0
5843,,Belize,13.1939,-59.5432,2020-02-14,0
5844,,Benin,9.3077,2.3158,2020-02-14,0
5845,,Bhutan,27.5142,90.4336,2020-02-14,0
5846,,Bolivia,-16.2902,-63.5887,2020-02-14,0
5847,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-14,0
5848,,Brazil,-14.235,-51.9253,2020-02-14,0
5849,,Brunei,4.5353,114.7277,2020-02-14,0
5850,,Bulgaria,42.7339,25.4858,2020-02-14,0
5851,,Burkina Faso,12.2383,-1.5616,2020-02-14,0
5852,,Cabo Verde,16.5388,-23.0418,2020-02-14,0
5853,,Cambodia,11.55,104.9167,2020-02-14,1
5854,,Cameroon,3.8480000000000003,11.5021,2020-02-14,0
5855,,Canada,56.1304,-106.3468,2020-02-14,1
5856,,Central African Republic,6.6111,20.9394,2020-02-14,0
5857,,Chad,15.4542,18.7322,2020-02-14,0
5858,,Chile,-35.6751,-71.543,2020-02-14,0
5859,Anhui,China,31.8257,117.2264,2020-02-14,193
5860,Beijing,China,40.1824,116.4142,2020-02-14,80
5861,Chongqing,China,30.0572,107.874,2020-02-14,152
5862,Fujian,China,26.0789,117.9874,2020-02-14,63
5863,Gansu,China,37.8099,101.0583,2020-02-14,39
5864,Guangdong,China,23.3417,113.4244,2020-02-14,362
5865,Guangxi,China,23.8298,108.7881,2020-02-14,36
5866,Guizhou,China,26.8154,106.8748,2020-02-14,28
5867,Hainan,China,19.1959,109.7453,2020-02-14,43
5868,Hebei,China,39.549,116.1306,2020-02-14,87
5869,Heilongjiang,China,47.861999999999995,127.7615,2020-02-14,47
5870,Henan,China,33.882,113.61399999999999,2020-02-14,357
5871,Hong Kong,China,22.3,114.2,2020-02-14,1
5872,Hubei,China,30.9756,112.2707,2020-02-14,4774
5873,Hunan,China,27.6104,111.7088,2020-02-14,364
5874,Inner Mongolia,China,44.0935,113.9448,2020-02-14,6
5875,Jiangsu,China,32.9711,119.455,2020-02-14,157
5876,Jiangxi,China,27.614,115.7221,2020-02-14,187
5877,Jilin,China,43.6661,126.1923,2020-02-14,25
5878,Liaoning,China,41.2956,122.6085,2020-02-14,29
5879,Macau,China,22.1667,113.55,2020-02-14,3
5880,Ningxia,China,37.2692,106.1655,2020-02-14,24
5881,Qinghai,China,35.7452,95.9956,2020-02-14,11
5882,Shaanxi,China,35.1917,108.8701,2020-02-14,54
5883,Shandong,China,36.3427,118.1498,2020-02-14,136
5884,Shanghai,China,31.201999999999998,121.4491,2020-02-14,90
5885,Shanxi,China,37.5777,112.2922,2020-02-14,38
5886,Sichuan,China,30.6171,102.7103,2020-02-14,114
5887,Tianjin,China,39.3054,117.323,2020-02-14,31
5888,Tibet,China,31.6927,88.0924,2020-02-14,1
5889,Xinjiang,China,41.1129,85.2401,2020-02-14,6
5890,Yunnan,China,24.974,101.48700000000001,2020-02-14,36
5891,Zhejiang,China,29.1832,120.0934,2020-02-14,403
5892,,Colombia,4.5709,-74.2973,2020-02-14,0
5893,,Congo (Brazzaville),-4.0383,21.7587,2020-02-14,0
5894,,Congo (Kinshasa),-4.0383,21.7587,2020-02-14,0
5895,,Costa Rica,9.7489,-83.7534,2020-02-14,0
5896,,Cote d'Ivoire,7.54,-5.5471,2020-02-14,0
5897,,Croatia,45.1,15.2,2020-02-14,0
5898,,Diamond Princess,0.0,0.0,2020-02-14,0
5899,,Cuba,22.0,-80.0,2020-02-14,0
5900,,Cyprus,35.1264,33.4299,2020-02-14,0
5901,,Czechia,49.8175,15.472999999999999,2020-02-14,0
5902,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-14,0
5903,Greenland,Denmark,71.7069,-42.6043,2020-02-14,0
5904,,Denmark,56.2639,9.5018,2020-02-14,0
5905,,Djibouti,11.8251,42.5903,2020-02-14,0
5906,,Dominica,15.415,-61.371,2020-02-14,0
5907,,Dominican Republic,18.7357,-70.1627,2020-02-14,0
5908,,Ecuador,-1.8312,-78.1834,2020-02-14,0
5909,,Egypt,26.0,30.0,2020-02-14,0
5910,,El Salvador,13.7942,-88.8965,2020-02-14,0
5911,,Equatorial Guinea,1.5,10.0,2020-02-14,0
5912,,Eritrea,15.1794,39.7823,2020-02-14,0
5913,,Estonia,58.5953,25.0136,2020-02-14,0
5914,,Eswatini,-26.5225,31.4659,2020-02-14,0
5915,,Ethiopia,9.145,40.4897,2020-02-14,0
5916,,Fiji,-17.7134,178.065,2020-02-14,0
5917,,Finland,64.0,26.0,2020-02-14,1
5918,French Guiana,France,3.9339,-53.1258,2020-02-14,0
5919,French Polynesia,France,-17.6797,149.4068,2020-02-14,0
5920,Guadeloupe,France,16.25,-61.5833,2020-02-14,0
5921,Martinique,France,14.6415,-61.0242,2020-02-14,0
5922,Mayotte,France,-12.8275,45.1662,2020-02-14,0
5923,New Caledonia,France,-20.9043,165.618,2020-02-14,0
5924,Reunion,France,-21.1351,55.2471,2020-02-14,0
5925,Saint Barthelemy,France,17.9,-62.8333,2020-02-14,0
5926,St Martin,France,18.0708,-63.0501,2020-02-14,0
5927,,France,46.2276,2.2137,2020-02-14,2
5928,,Gabon,-0.8037,11.6094,2020-02-14,0
5929,,Gambia,13.4432,-15.3101,2020-02-14,0
5930,,Georgia,42.3154,43.3569,2020-02-14,0
5931,,Germany,51.0,9.0,2020-02-14,1
5932,,Ghana,7.9465,-1.0232,2020-02-14,0
5933,,Grenada,12.1165,-61.678999999999995,2020-02-14,0
5934,,Greece,39.0742,21.8243,2020-02-14,0
5935,,Guatemala,15.7835,-90.2308,2020-02-14,0
5936,,Guinea,9.9456,-9.6966,2020-02-14,0
5937,,Guinea-Bissau,11.8037,-15.1804,2020-02-14,0
5938,,Guyana,5.0,-58.75,2020-02-14,0
5939,,Haiti,18.9712,-72.2852,2020-02-14,0
5940,,Holy See,41.9029,12.4534,2020-02-14,0
5941,,Honduras,15.2,-86.2419,2020-02-14,0
5942,,Hungary,47.1625,19.5033,2020-02-14,0
5943,,Iceland,64.9631,-19.0208,2020-02-14,0
5944,,India,21.0,78.0,2020-02-14,0
5945,,Indonesia,-0.7893,113.9213,2020-02-14,0
5946,,Iran,32.0,53.0,2020-02-14,0
5947,,Iraq,33.0,44.0,2020-02-14,0
5948,,Ireland,53.1424,-7.6921,2020-02-14,0
5949,,Israel,31.0,35.0,2020-02-14,0
5950,,Italy,43.0,12.0,2020-02-14,0
5951,,Jamaica,18.1096,-77.2975,2020-02-14,0
5952,,Japan,36.0,138.0,2020-02-14,9
5953,,Jordan,31.24,36.51,2020-02-14,0
5954,,Kazakhstan,48.0196,66.9237,2020-02-14,0
5955,,Kenya,-0.0236,37.9062,2020-02-14,0
5956,,"Korea, South",36.0,128.0,2020-02-14,7
5957,,Kuwait,29.5,47.75,2020-02-14,0
5958,,Kyrgyzstan,41.2044,74.7661,2020-02-14,0
5959,,Latvia,56.8796,24.6032,2020-02-14,0
5960,,Lebanon,33.8547,35.8623,2020-02-14,0
5961,,Liberia,6.4281,-9.4295,2020-02-14,0
5962,,Libya,26.3351,17.228331,2020-02-14,0
5963,,Liechtenstein,47.14,9.55,2020-02-14,0
5964,,Lithuania,55.1694,23.8813,2020-02-14,0
5965,,Luxembourg,49.8153,6.1296,2020-02-14,0
5966,,Madagascar,-18.7669,46.8691,2020-02-14,0
5967,,Malaysia,2.5,112.5,2020-02-14,3
5968,,Maldives,3.2028,73.2207,2020-02-14,0
5969,,Mali,17.570692,-3.996166000000001,2020-02-14,0
5970,,Malta,35.9375,14.3754,2020-02-14,0
5971,,Mauritania,21.0079,10.9408,2020-02-14,0
5972,,Mauritius,-20.2,57.5,2020-02-14,0
5973,,Mexico,23.6345,-102.5528,2020-02-14,0
5974,,Moldova,47.4116,28.3699,2020-02-14,0
5975,,Monaco,43.7333,7.4167,2020-02-14,0
5976,,Mongolia,46.8625,103.8467,2020-02-14,0
5977,,Montenegro,42.5,19.3,2020-02-14,0
5978,,Morocco,31.7917,-7.0926,2020-02-14,0
5979,,Mozambique,-18.6657,35.5296,2020-02-14,0
5980,,Namibia,-22.9576,18.4904,2020-02-14,0
5981,,Nepal,28.1667,84.25,2020-02-14,1
5982,Aruba,Netherlands,12.5186,-70.0358,2020-02-14,0
5983,Curacao,Netherlands,12.1696,-68.99,2020-02-14,0
5984,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-14,0
5985,,Netherlands,52.1326,5.2913,2020-02-14,0
5986,,New Zealand,-40.9006,174.886,2020-02-14,0
5987,,Nicaragua,12.8654,-85.2072,2020-02-14,0
5988,,Niger,17.6078,8.0817,2020-02-14,0
5989,,Nigeria,9.082,8.6753,2020-02-14,0
5990,,North Macedonia,41.6086,21.7453,2020-02-14,0
5991,,Norway,60.472,8.4689,2020-02-14,0
5992,,Oman,21.0,57.0,2020-02-14,0
5993,,Pakistan,30.3753,69.3451,2020-02-14,0
5994,,Panama,8.538,-80.7821,2020-02-14,0
5995,,Papua New Guinea,-6.315,143.9555,2020-02-14,0
5996,,Paraguay,-23.4425,-58.4438,2020-02-14,0
5997,,Peru,-9.19,-75.0152,2020-02-14,0
5998,,Philippines,13.0,122.0,2020-02-14,1
5999,,Poland,51.9194,19.1451,2020-02-14,0
6000,,Portugal,39.3999,-8.2245,2020-02-14,0
6001,,Qatar,25.3548,51.1839,2020-02-14,0
6002,,Romania,45.9432,24.9668,2020-02-14,0
6003,,Russia,60.0,90.0,2020-02-14,2
6004,,Rwanda,-1.9403,29.8739,2020-02-14,0
6005,,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-14,0
6006,,Saint Lucia,13.9094,-60.9789,2020-02-14,0
6007,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-14,0
6008,,San Marino,43.9424,12.4578,2020-02-14,0
6009,,Saudi Arabia,24.0,45.0,2020-02-14,0
6010,,Senegal,14.4974,-14.4524,2020-02-14,0
6011,,Serbia,44.0165,21.0059,2020-02-14,0
6012,,Seychelles,-4.6796,55.492,2020-02-14,0
6013,,Singapore,1.2833,103.8333,2020-02-14,17
6014,,Slovakia,48.669,19.699,2020-02-14,0
6015,,Slovenia,46.1512,14.9955,2020-02-14,0
6016,,Somalia,5.1521,46.1996,2020-02-14,0
6017,,South Africa,-30.5595,22.9375,2020-02-14,0
6018,,Spain,40.0,-4.0,2020-02-14,0
6019,,Sri Lanka,7.0,81.0,2020-02-14,1
6020,,Sudan,12.8628,30.2176,2020-02-14,0
6021,,Suriname,3.9193,-56.0278,2020-02-14,0
6022,,Sweden,63.0,16.0,2020-02-14,0
6023,,Switzerland,46.8182,8.2275,2020-02-14,0
6024,,Syria,34.8021,38.9968,2020-02-14,0
6025,,Taiwan*,23.7,121.0,2020-02-14,2
6026,,Tanzania,-6.369,34.8888,2020-02-14,0
6027,,Thailand,15.0,101.0,2020-02-14,12
6028,,Timor-Leste,-8.8742,125.7275,2020-02-14,0
6029,,Togo,8.6195,0.8248,2020-02-14,0
6030,,Trinidad and Tobago,10.6918,-61.2225,2020-02-14,0
6031,,Tunisia,34.0,9.0,2020-02-14,0
6032,,Turkey,38.9637,35.2433,2020-02-14,0
